run_id,stage,status,start_utc,end_utc,artifact,notes
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,init,completed,2026-03-08T21:35:29Z,2026-03-08T21:35:29Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/README.md,run scaffold initialized for integrated synthesis intake
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,input_freeze,completed,2026-03-08T21:35:29Z,2026-03-08T21:35:29Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/source_hashes.csv,frozen source set including external/internal outputs and project plan
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,input_freeze_refresh,completed,2026-03-08T21:38:46Z,2026-03-08T21:38:46Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/source_run.txt;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/source_hashes.csv,refreshed source list parse and re-froze hashes (54 paths, 0 missing)
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,synthesis_execution,completed,2026-03-08T21:47:17Z,2026-03-08T21:47:17Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/synthesis_report.md,integrated external/internal model outputs and program-plan guidance into run synthesis report
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,decision_logging,completed,2026-03-08T21:47:17Z,2026-03-08T21:47:17Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/analysis/suggestion_index.csv;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/decisions/decision_log.csv;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/decisions/open_decisions_register.md,recorded CDS011-CDS022 decisions and refreshed open-decision register
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,catalog_update_adjustment,completed,2026-03-08T21:55:31Z,2026-03-08T21:55:31Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/found_artifacts.md;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/analysis/suggestion_index.csv;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/decisions/decision_log.csv,retargeted program catalog source from option_b draft to cleaned file with same planning intent
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,input_freeze_refresh,completed,2026-03-08T21:55:31Z,2026-03-08T21:55:31Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/source_run.txt;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/source_hashes.csv,refreshed hash freeze after catalog source retarget
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,catalog_update_cleanup,completed,2026-03-08T21:56:09Z,2026-03-08T21:56:09Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/inputs/found_artifacts.md;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/synthesis_report.md,cleaned artifact map formatting and updated report wording to cleaned catalog source
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_prep,completed,2026-03-08T22:04:41Z,2026-03-08T22:04:41Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,created interview ledger for ODR-001..ODR-008 closure
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr001_locked,completed,2026-03-08T22:06:28Z,2026-03-08T22:06:28Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-001 atomic commit and reject-cause tracing
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr002_locked,completed,2026-03-08T22:07:26Z,2026-03-08T22:07:26Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-002 cycle semantics 3-mode enum and v0 mapping
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr003_locked,completed,2026-03-08T22:09:18Z,2026-03-08T22:09:18Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-003 stream semantics enum (ExternalInvalidationV0/TopicEnvelopeV1/RtdLifecycleV2)
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr004_locked,completed,2026-03-08T22:10:09Z,2026-03-08T22:10:09Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-004 strict overlay key and watermark GC policy
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr005_locked,completed,2026-03-08T22:12:23Z,2026-03-08T22:12:23Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-005 with OxFml/FEC-F3E ownership for formula-semantic formatting lanes
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr006_locked,completed,2026-03-08T22:15:32Z,2026-03-08T22:15:32Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-006 visibility-first policy with fairness default max_deferred_waves=8
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr007_locked,completed,2026-03-08T22:17:06Z,2026-03-08T22:17:06Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-007 as explicit defer of spill analog in early tree-host phases
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_odr008_locked,completed,2026-03-08T22:17:59Z,2026-03-08T22:17:59Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview.md,locked ODR-008 pointer hygiene maintenance rule
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,interview_closure,completed,2026-03-08T22:17:59Z,2026-03-08T22:17:59Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/decisions/open_decisions_register.md;synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/outputs/open_items_interview_summary.md,recorded closure of ODR-001..ODR-008 and next-step promotion readiness
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,promotion_pass_docs,completed,2026-03-08T22:27:48Z,2026-03-08T22:27:48Z,ARCHITECTURE_AND_REQUIREMENTS.md;CORE_ENGINE_FORMAL_MODEL.md;OPERATIONS.md,promoted locked ODR decisions into source of truth docs
20260308-213253-core-engine-fec-f3e-synthesis-pass-02,promotion_pass_manifest,completed,2026-03-08T22:27:48Z,2026-03-08T22:27:48Z,synthesis/runs/20260308-213253-core-engine-fec-f3e-synthesis-pass-02/logs/manifest.csv,recorded promotion pass completion for interview closure decisions
