run_id,stage,status,start_utc,end_utc,artifact,notes
20260222-123425-run4-janestreet-oxcaml-incremental-internal,init,completed,2026-02-22T12:34:25Z,2026-02-22T12:34:25Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/inputs/source_hashes.csv,run scaffold and context prepared
20260222-123425-run4-janestreet-oxcaml-incremental-internal,sweep_janestreet,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/inputs/janestreet_org_repos_index.csv,wide org inventory and curated stack extracted
20260222-123425-run4-janestreet-oxcaml-incremental-internal,oxcaml_focus,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/inputs/oxcaml_docs_extracted_notes.md,OxCaml docs and activity/tooling signals collected
20260222-123425-run4-janestreet-oxcaml-incremental-internal,incremental_deepdive,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/inputs/incremental_deep_dive_notes.md,Incremental source-level analysis completed
20260222-123425-run4-janestreet-oxcaml-incremental-internal,run4_research,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/outputs/response.md,comprehensive synthesis response written
20260222-123425-run4-janestreet-oxcaml-incremental-internal,run4_sources,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/outputs/source_list.csv,26 sources captured
20260222-123425-run4-janestreet-oxcaml-incremental-internal,run4_report,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/outputs/research_report.md,report written
20260222-123425-run4-janestreet-oxcaml-incremental-internal,registry_update,completed,2026-02-22T12:44:32.3469388Z,2026-02-22T12:44:32.3469388Z,research/sources.csv;research/topic_registry.csv,topic and source registry entries updated for run4
20260222-123425-run4-janestreet-oxcaml-incremental-internal,web_trace,completed,2026-02-22T12:44:48.1070985Z,2026-02-22T12:44:48.1070985Z,research/runs/20260222-123425-run4-janestreet-oxcaml-incremental-internal/logs/web_trace.md,web query and source traversal trace recorded
20260222-123425-run4-janestreet-oxcaml-incremental-internal,synthesized,completed,2026-02-22T13:32:23.8746728Z,2026-02-22T13:32:23.8746728Z,synthesis/runs/20260222-152845-foundation-pass-02-prompt-and-research/outputs/synthesis_report.md,synthesized by 20260222-152845-foundation-pass-02-prompt-and-research
