"run_id","source_scope","topic_group","source_id","source_url","local_path","kind","status","note","downloaded_utc","size_bytes","sha256"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OE376/%5bMS-OE376%5d-171212.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OE376\[MS-OE376]-171212.pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:53:56.6960042Z","18205247","fc69605ebed052a18f28127177d247dea90810207bbec475f3753f3b948bcf9b"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OE376/%5bMS-OE376%5d-220816.docx","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OE376\[MS-OE376]-220816.docx","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:54:00.0666181Z","1753616","823374c771b69d70cf4266ac8f6468e3b8079c5018fde4287ad39fd4b2b01974"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OE376/%5bMS-OE376%5d.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OE376\[MS-OE376].pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:54:07.3417176Z","18340020","88e9302395e9aa67e7feaf2dbac022dfd6abfadb44fa91066e10ab1e51cdac5a"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OI29500/%5bMS-OI29500%5d-241112.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OI29500\[MS-OI29500]-241112.pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:54:31.2809188Z","17394815","57f11b05f053fc512c770516b6461576964b7dac8275e66991ffb39718aa4c75"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OI29500/%5bMS-OI29500%5d-250218.docx","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OI29500\[MS-OI29500]-250218.docx","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:54:33.7621728Z","1206403","d35cbb01457cd06678e2263ba751811acb22cecc09634548142f6699026badb5"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-OI29500/%5bMS-OI29500%5d.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-OI29500\[MS-OI29500].pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:54:40.5764642Z","17390700","2212feb8506cd0399835427d971f14fd0b38257769339076c565343f8704e4ca"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-XLSX/%5bMS-XLSX%5d-250916.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-XLSX\[MS-XLSX]-250916.pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:57:22.0734544Z","10038121","d16a975af2442016aba9a9d332087c638946445f508afcc674956a7ab8eb9151"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-XLSX/%5bMS-XLSX%5d-260108.docx","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-XLSX\[MS-XLSX]-260108.docx","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:57:24.2979685Z","739069","8bdea2143ec7478df201b91184c66cbc4f2ae92fd3462d4d14dd9b5d4590fbfa"
"20260301-125248Z","discovered_download","mixed","discovered","https://officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net/files/MS-XLSX/%5bMS-XLSX%5d.pdf","C:\Work\DnaCalc\Foundation\reference\downloads\officeprotocoldocs-f5hpbjgea6b8gneq.b02.azurefd.net\files\MS-XLSX\[MS-XLSX].pdf","download_artifact","downloaded","Direct downloadable artifact mirror.","2026-03-01T12:57:29.7974619Z","11263595","81aeb7f35ce906eb673eabb05a6dfb5d36ec7a5fb1fb8caf7f82812cceab42cc"
"20260301-125248Z","expanded_child","office_standards","MS-OFFSTANDLP","https://learn.microsoft.com/en-us/openspecs/office_standards/ms-oe376/db9b9b72-b10b-4e7e-844c-09f88c972219","C:\Work\DnaCalc\Foundation\reference\downloads\learn.microsoft.com\en-us\openspecs\office_standards\ms-oe376\db9b9b72-b10b-4e7e-844c-09f88c972219.md","openspec_page","downloaded","Expanded from MS-OFFSTANDLP relative spec link.","2026-03-01T12:52:58.1061732Z","12003","387334a7f5cf768a471445158585fbf31b8986a80b4b920a7198019637e31ef0"
